Company_ID,Year,Industry,Company_Size,Revenue_GBP,AI_Investment_GBP,AI_Adoption_Pct,AI_Tools_Used,AI_Maturity_Level,Data_Quality_Score,Decision_Accuracy_Pct,Decision_Time_Days,Revenue_Growth_Pct,Employee_Productivity_Index,Customer_Satisfaction_Index,Ethical_Compliance,Scope1_Emissions_Tonnes,Scope2_Emissions_Tonnes,Revenue_per_Employee,AI_Invest_per_Employee,Revenue_Growth_Computed,AI_Maturity_Num
C0281,2023,Technology,31952,28392677810.77,129574.03,54.08,5,Medium,4.85,77.3,12.27,6.97,70.97,65.51,No,6661.62,3022.72,888604.0877181398,4.055271344516775,43.76868697668843,2
C0281,2024,Technology,31952,33671674360.62,132750.18,49.73,5,Medium,4.99,75.09,8.86,8.21,67.87,73.09,No,5838.11,2889.27,1053820.554601277,4.15467513770656,18.59280968506447,2
C0282,2015,Technology,7639,4262535509.6,985696.65,46.44,6,Medium,7.4,83.21,9.2,3.78,83.46,69.49,No,1708.72,1250.47,557996.5322162587,129.03477549417462,,2
C0282,2016,Technology,7639,4581483979.37,914979.2,44.1,3,Medium,7.14,82.01,11.06,7.48,77.14,71.79,Yes,1214.13,889.62,599749.1791294672,119.77735305668281,7.482599712111959,2
C0282,2017,Technology,7639,4579743165.43,1154524.54,37.86,4,Low,7.35,82.49,10.48,3.65,72.04,71.67,Yes,1649.5,1447.79,599521.2940738316,151.1355596282236,-0.037996726559308414,1
C0282,2018,Technology,7639,5519911452.09,1040971.31,47.38,4,Medium,7.06,78.44,8.96,9.0,77.51,64.48,No,1338.06,623.34,722596.0796033512,136.27062573635294,20.528843052964653,2
C0282,2019,Technology,7639,5261093900.0,887956.45,57.95,5,Medium,7.13,85.11,9.79,5.4,83.85,67.01,No,1351.74,527.01,688715.0019636079,116.23988087446,-4.688798984121467,2
C0282,2020,Technology,7639,8309812878.95,946532.77,52.74,3,Medium,8.19,81.07,8.21,14.28,83.23,72.64,Yes,2140.04,1387.52,1087814.2268556093,123.90794213902343,57.948385580991044,2
C0282,2021,Technology,7639,7237441917.44,872127.65,63.3,5,Medium,6.47,79.29,8.99,9.22,80.34,70.43,Yes,1201.82,382.71,947433.1610734388,114.16777719596806,-12.904874960860745,2
C0282,2022,Technology,7639,4829873556.16,948614.29,59.97,6,Medium,7.44,83.87,7.17,1.8,87.42,73.44,No,1635.26,1211.95,632265.1598586203,124.18042806650085,-33.265460210167674,2
C0282,2023,Technology,7639,6506151652.33,758760.79,67.03,6,Medium,8.85,89.41,6.95,5.43,88.1,66.41,No,1418.03,874.44,851702.0097303311,99.32724047650217,34.70645922049207,2
C0282,2024,Technology,7639,6316750766.69,1021745.2,67.48,6,Medium,7.48,82.82,7.49,4.47,87.21,66.84,No,1434.12,664.14,826908.0726129074,133.753789763058,-2.911104686165311,2
C0283,2015,Retail,15407,4128966720.74,74434.22,32.58,2,Low,8.24,82.43,8.29,6.34,78.88,70.35,No,7587.23,4503.55,267992.9071681703,4.831194911403907,,1
C0283,2016,Retail,15407,4401794486.72,67576.68,41.13,3,Medium,9.46,84.43,9.02,6.61,84.05,63.75,No,7583.22,4886.06,285700.94675926527,4.386102420977477,6.607652336105629,2
C0283,2017,Retail,15407,4506180422.0,76562.16,42.79,6,Medium,8.13,86.75,7.71,4.47,79.05,76.34,Yes,9485.48,7504.05,292476.17459596286,4.969310053871617,2.371440456725704,2
C0283,2018,Retail,15407,5205542223.22,73009.27,46.0,3,Medium,8.29,81.46,6.72,8.03,81.19,76.37,Yes,8474.12,2991.57,337868.6456299085,4.738707730252483,15.520057692443645,2
C0283,2019,Retail,15407,5197926772.17,62768.27,41.56,2,Medium,10.0,89.3,10.09,5.92,82.01,77.16,Yes,8055.57,6832.09,337374.3604965276,4.074009865645485,-0.1462950586786249,2
C0283,2020,Retail,15407,6382397153.5,88247.46,41.74,5,Medium,8.16,77.45,9.97,9.1,81.95,64.95,No,7843.3,6136.18,414253.07675082755,5.727751022262608,22.787361831869646,2
C0283,2021,Retail,15407,7409085454.11,64465.38,43.94,2,Medium,8.6,83.47,6.56,10.24,80.44,67.06,No,6371.11,3907.46,480890.85831829684,4.184161744661517,16.086249036492205,2
C0283,2022,Retail,15407,7371714342.94,72766.25,56.51,4,Medium,8.41,85.8,11.98,8.63,94.57,67.37,No,7397.49,5484.41,478465.2653300448,4.722934380476407,-0.5043957368485952,2
C0283,2023,Retail,15407,7105923389.69,101375.89,51.06,5,Medium,8.44,86.45,7.26,7.02,78.94,63.63,No,6892.99,6079.3,461213.9540267411,6.5798591549295775,-3.605551448213018,2
C0283,2024,Retail,15407,5661942714.51,76303.04,57.62,5,Medium,8.53,86.9,7.57,3.57,84.17,67.38,Yes,6096.29,3768.04,367491.57619977935,4.952491724540793,-20.32080274430026,2
C0284,2015,Manufacturing,14486,3781471171.23,225754.62,33.01,3,Low,5.3,73.75,13.18,9.93,73.75,69.56,No,35005.69,24508.09,261043.15692599752,15.58433107828248,,1
C0284,2016,Manufacturing,14486,3984930542.12,238731.55,43.36,3,Medium,5.04,76.5,11.91,5.38,70.95,64.31,Yes,32243.4,27095.67,275088.3986000276,16.480156703023606,5.380428983247287,2
C0284,2017,Manufacturing,14486,4863660025.44,261527.83,42.27,4,Medium,5.79,82.53,9.98,13.41,66.6,60.66,Yes,28800.3,10461.86,335749.00078972796,18.053833356344054,22.05131241390501,2
C0284,2018,Manufacturing,14486,4779605518.98,311617.15,47.26,7,Medium,6.69,81.56,9.01,8.12,71.47,69.44,No,32891.44,21958.09,329946.5358953472,21.511607759215796,-1.7282150894664117,2
C0284,2019,Manufacturing,14486,5352248018.77,261373.29,35.14,3,Low,5.83,75.75,9.52,9.07,71.68,71.4,No,30539.27,9173.39,369477.2897121359,18.043165124948228,11.980957372235324,1
C0284,2020,Manufacturing,14486,5335343954.19,251631.16,48.77,5,Medium,5.12,73.97,12.08,7.13,68.37,66.85,No,45955.93,40582.9,368310.3654694187,17.370644760458372,-0.31583111471514824,2
C0284,2021,Manufacturing,14486,6030717534.6,245779.56,45.72,3,Medium,6.45,77.14,12.29,8.09,81.18,67.5,No,29776.91,9409.06,416313.51198398456,16.966696120392104,13.03334117501278,2
C0284,2022,Manufacturing,14486,8510438835.79,188949.69,51.43,5,Medium,6.18,82.32,10.05,12.29,77.58,73.81,No,35453.43,22603.0,587494.0518976944,13.043606930829768,41.11818016617605,2
C0284,2023,Manufacturing,14486,5263010934.25,268270.31,52.43,5,Medium,5.78,77.19,9.04,4.22,80.11,74.59,Yes,42819.68,33024.21,363317.0602133094,18.519281375120805,-38.15817214834082,2
C0284,2024,Manufacturing,14486,5976225146.14,202227.32,60.15,4,Medium,6.12,83.93,9.69,5.22,79.4,68.62,Yes,40647.68,12959.33,412551.78421510424,13.960190528786415,13.551448416126766,2
C0285,2015,Finance,41153,359760890.1,414815.26,42.04,2,Medium,8.94,81.61,7.86,5.58,84.3,70.92,Yes,4738.43,3003.98,8742.03314703667,10.079830389036037,,2
C0285,2016,Finance,41153,385933750.16,448389.5,39.8,0,Low,7.8,79.44,11.32,7.28,74.24,77.08,No,4511.63,3666.14,9378.022262289505,10.895669817510267,7.275070965252772,1
C0285,2017,Finance,41153,369888705.87,421305.39,40.58,3,Medium,9.2,84.75,11.64,1.4,82.3,70.68,Yes,3830.44,3328.66,8988.134665030497,10.237537725074722,-4.157460777490463,2
C0285,2018,Finance,41153,395576685.03,342024.62,45.56,5,Medium,8.73,85.66,8.18,3.21,82.59,70.95,Yes,4519.06,3479.1,9612.341385318203,8.311049498213983,6.944786026807792,2
C0285,2019,Finance,41153,527207744.82,332658.3,53.37,4,Medium,8.98,80.62,8.72,10.03,97.0,73.32,Yes,3473.65,1794.53,12810.918883677981,8.083451996209268,33.275737618362754,2
C0285,2020,Finance,41153,543839997.83,360712.34,50.42,5,Medium,9.64,83.26,6.19,8.62,90.59,68.94,No,4345.29,1729.34,13215.075397419387,8.765152965761914,3.15478161567575,2
C0285,2021,Finance,41153,426391606.88,390686.75,54.4,5,Medium,10.0,89.43,7.36,2.87,85.63,70.04,No,3500.13,2471.76,10361.130582946565,9.493518091026171,-21.596129637142546,2
C0285,2022,Finance,41153,710906805.0,497165.31,52.56,6,Medium,10.0,88.58,8.71,10.22,93.18,74.69,Yes,3965.01,3052.75,17274.726143902026,12.08090078487595,66.72626607307295,2
C0285,2023,Finance,41153,757007124.24,345565.7,67.16,5,Medium,10.0,90.88,7.31,9.75,92.74,71.58,No,4222.86,2686.13,18394.943849537092,8.397096201977984,6.484720488784745,2
C0285,2024,Finance,41153,820541893.12,336747.32,62.85,5,Medium,9.88,86.1,6.33,9.59,91.21,73.71,Yes,3975.92,3126.82,19938.811098097343,8.182813403640075,8.392889161219719,2
C0286,2015,Manufacturing,875,506750947.59,541311.57,46.58,4,Medium,9.61,81.33,6.32,7.3,85.54,72.95,No,2245.33,1761.66,579143.9401028571,618.6417942857142,,2
C0286,2016,Manufacturing,875,554516599.43,486659.6,45.44,5,Medium,9.59,86.84,7.15,9.43,91.55,68.54,Yes,2548.13,1428.67,633733.2564914285,556.1824,9.42586334907971,2
C0286,2017,Manufacturing,875,561115012.04,562409.7,46.87,4,Medium,9.58,86.23,9.15,5.23,90.16,71.32,Yes,2216.94,1545.71,641274.2994742857,642.7539428571428,1.1899396008672625,2
C0286,2018,Manufacturing,875,652768359.19,419198.2,46.18,2,Medium,10.0,88.64,7.33,8.81,91.47,70.77,No,2595.15,1234.61,746020.9819314287,479.08365714285713,16.33414633067534,2
C0286,2019,Manufacturing,875,642302060.0,337823.78,49.71,3,Medium,10.0,81.36,3.41,6.11,88.61,69.01,Yes,2129.83,1776.87,734059.4971428572,386.08432000000005,-1.6033710952208735,2
C0286,2020,Manufacturing,875,677204459.12,430025.12,46.66,3,Medium,9.46,83.42,7.58,5.97,86.1,63.41,No,2497.34,874.81,773947.95328,491.45727999999997,5.433954099415472,2
C0286,2021,Manufacturing,875,673862525.99,500370.9,62.41,5,Medium,9.93,89.9,5.81,4.86,99.41,74.19,No,2345.63,1810.8,770128.6011314286,571.8524571428571,-0.4934895340681478,2
C0286,2022,Manufacturing,875,1021821321.3,525290.75,63.22,5,Medium,10.0,87.4,8.75,10.54,93.46,65.55,Yes,2520.78,2050.66,1167795.7957714286,600.3322857142857,51.63646617665805,2
C0286,2023,Manufacturing,875,940224742.69,633081.57,57.96,7,Medium,10.0,88.39,4.41,8.03,97.26,77.33,No,2272.67,1939.25,1074542.5630742859,723.5217942857142,-7.985405756281305,2
C0286,2024,Manufacturing,875,831505214.35,484172.92,63.15,5,Medium,10.0,86.83,6.81,5.66,89.97,77.65,Yes,2031.48,689.3,950291.6735428572,553.34048,-11.56314266192905,2
C0287,2015,Retail,6616,4655390994.44,15406.06,34.37,3,Low,8.13,80.01,8.7,2.47,76.83,73.66,Yes,3123.99,1284.09,703656.438095526,2.328606408706167,,1
C0287,2016,Retail,6616,4696405638.21,18039.67,39.01,2,Low,7.07,75.53,12.4,0.88,70.48,78.34,No,3627.17,2562.49,709855.7494271463,2.7266732164449814,0.8810139431679298,1
C0287,2017,Retail,6616,5025859370.08,19169.65,41.68,6,Medium,7.85,83.99,7.47,3.9,68.45,66.64,Yes,2658.93,868.45,759652.2627085852,2.8974682587666267,7.0150186600058895,2
C0287,2018,Retail,6616,6398952203.91,21959.16,38.78,3,Low,8.01,81.25,10.27,11.19,83.05,69.27,No,3406.27,1322.65,967193.5011955864,3.31909915356711,27.32055819158632,1
C0287,2019,Retail,6616,6551366063.36,20588.14,50.11,3,Medium,8.06,82.93,8.77,8.92,82.16,65.23,No,2710.73,2147.05,990230.6625392986,3.111871221281741,2.381856507021096,2
C0287,2020,Retail,6616,6431341324.97,22081.99,36.96,3,Low,9.06,85.77,5.72,6.68,83.63,72.01,No,3433.68,2934.4,972089.0757209795,3.3376647521160825,-1.832056661606274,1
C0287,2021,Retail,6616,6333439597.93,18834.44,47.5,4,Medium,8.73,82.5,7.26,5.26,83.02,75.97,Yes,3770.77,2546.77,957291.3539797461,2.8468016928657796,-1.522259853631025,2
C0287,2022,Retail,6616,10108269945.61,13735.44,51.56,4,Medium,9.82,86.79,7.29,11.71,85.3,69.95,No,3302.01,2509.22,1527852.1683207378,2.076094316807739,59.60158440468515,2
C0287,2023,Retail,6616,12469587421.28,15551.67,47.19,3,Medium,8.78,82.61,9.11,13.11,80.26,74.28,Yes,3668.37,3023.16,1884762.3067230957,2.350615175332527,23.360253419978317,2
C0287,2024,Retail,6616,6690088992.84,24929.78,47.8,4,Medium,7.77,87.91,9.74,4.11,85.45,72.29,Yes,3290.32,2148.05,1011198.4572007256,3.7681045949214025,-46.3487542384681,2
C0288,2015,Retail,28171,12498456793.92,17719.61,37.79,3,Low,4.48,72.38,16.84,8.01,64.18,71.4,No,17698.71,6182.99,443663.9378765397,0.6290018103723688,,1
C0288,2016,Retail,28171,12486187617.8,18779.79,30.29,2,Low,3.03,71.57,15.87,-0.1,61.72,61.82,No,13772.87,7407.43,443228.41282879555,0.6666355471939228,-0.09816552813119994,1
C0288,2017,Retail,28171,13966147374.24,24427.64,29.73,3,Low,3.61,74.42,15.34,5.71,62.7,67.47,No,11270.78,4962.44,495763.28047424654,0.8671200880337936,11.852775256477855,1
C0288,2018,Retail,28171,13629112637.18,21581.15,45.64,5,Medium,4.44,75.13,11.41,2.93,82.18,72.16,No,12094.36,6014.85,483799.3907628412,0.7660768165844308,-2.413226267980295,2
C0288,2019,Retail,28171,19114896814.97,26390.19,44.08,3,Medium,3.63,76.15,11.02,11.21,67.89,66.71,No,11521.55,8643.82,678531.0004959,0.9367857016080365,40.2504867618811,2
C0288,2020,Retail,28171,17996983083.79,20439.48,41.48,5,Medium,4.14,75.11,13.43,7.56,66.68,67.23,No,13617.05,10528.99,638847.8607003656,0.7255503886975968,-5.84839009073016,2
C0288,2021,Retail,28171,16927504259.08,19927.81,39.09,4,Low,4.5,78.0,15.32,5.19,63.36,63.27,No,16004.25,13225.54,600884.0388725995,0.7073873841894147,-5.942545035080283,1
C0288,2022,Retail,28171,20611697843.93,23630.52,41.44,5,Medium,5.14,75.63,13.46,7.41,72.28,62.55,No,13291.47,5041.3,731663.6911692875,0.8388243228852366,21.764540882474037,2
C0288,2023,Retail,28171,22568367509.2,19447.89,45.45,5,Medium,4.29,77.66,10.93,7.67,64.07,65.44,No,14936.06,10444.07,801120.5675765859,0.6903514252245216,9.493005768305629,2
C0288,2024,Retail,28171,20592496252.16,19110.65,57.31,4,Medium,6.34,80.95,10.02,5.7,81.22,68.15,Yes,16454.85,9156.41,730982.0827148486,0.678380249192432,-8.755047330005317,2
C0289,2015,Technology,42671,2122004803.22,165428.31,30.18,3,Low,7.12,77.99,10.66,6.67,60.95,70.61,No,9097.07,6587.73,49729.436929530595,3.876832274847086,,1
C0289,2016,Technology,42671,2205515177.96,149209.29,33.42,1,Low,7.89,78.67,8.59,3.94,74.11,66.14,No,7410.33,5191.58,51686.51257200441,3.4967375969628085,3.9354470175222422,1
C0289,2017,Technology,42671,2182981859.15,160315.98,40.73,3,Medium,7.12,79.51,10.39,1.43,74.41,71.84,No,7212.1,6004.29,51158.44154460875,3.7570242084788266,-1.0216805141573415,2
C0289,2018,Technology,42671,2483908471.74,179315.91,38.06,1,Low,7.28,78.98,12.02,5.39,70.87,66.31,Yes,8298.08,3343.0,58210.69278292048,4.20228984556256,13.785117422238823,1
C0289,2019,Technology,42671,2512825906.08,160489.84,42.13,5,Medium,6.44,75.59,11.73,4.32,70.91,62.67,No,9088.35,7905.93,58888.37632302969,3.7610986384195355,1.1641908173751325,2
C0289,2020,Technology,42671,3283720680.31,161337.12,49.24,4,Medium,8.12,78.29,7.07,9.12,78.74,63.52,Yes,7024.52,4459.37,76954.38776475827,3.7809547467835296,30.6783996601099,2
C0289,2021,Technology,42671,3727907134.01,147988.57,55.1,6,Medium,7.14,82.46,12.56,9.85,66.9,68.95,Yes,8809.24,2672.35,87363.95055213143,3.468129877434323,13.52692561104396,2
C0289,2022,Technology,42671,2594246626.3,155707.16,52.64,4,Medium,6.93,86.62,13.21,2.91,84.22,65.64,No,9356.12,4555.91,60796.48066133909,3.649015959316632,-30.410105910834606,2
C0289,2023,Technology,42671,2557075915.89,180394.59,56.47,6,Medium,7.34,80.62,11.1,2.36,80.19,66.54,Yes,9039.63,4947.93,59925.38060720395,4.22756884066462,-1.4328132889591338,2
C0289,2024,Technology,42671,4140324587.63,134487.43,64.58,6,Medium,8.12,83.08,7.92,7.71,84.83,67.65,No,7577.53,4382.79,97029.00301445948,3.1517290431440554,61.91637338185731,2
C0290,2015,Retail,48180,4488120715.3,213422.35,35.59,3,Low,9.8,85.98,8.0,10.31,77.81,68.3,Yes,27182.01,18155.08,93153.19043794106,4.429687629721877,,1
C0290,2016,Retail,48180,4845121962.85,151489.9,44.92,4,Medium,10.0,88.9,7.87,7.95,88.7,68.04,Yes,28413.43,25257.69,100562.92990556249,3.1442486508924863,7.95435930083126,2
C0290,2017,Retail,48180,4954765084.38,308345.35,46.28,3,Medium,10.0,88.53,6.89,5.07,91.08,72.71,Yes,21059.84,10310.61,102838.62773723537,6.39986197592362,2.262958958942396,2
C0290,2018,Retail,48180,6330094084.85,229269.68,50.24,4,Medium,10.0,86.53,4.47,12.15,89.37,69.15,Yes,22516.18,13901.02,131384.2690919469,4.758606890826068,27.757703484384223,2
C0290,2019,Retail,48180,5583223390.61,242496.77,43.61,4,Medium,10.0,81.04,5.65,5.61,77.32,71.36,Yes,26149.41,23241.31,115882.59424263179,5.0331417600664174,-11.798729753914849,2
C0290,2020,Retail,48180,7920534112.38,244384.98,49.7,4,Medium,10.0,85.02,9.78,12.03,89.92,70.7,No,27715.54,22827.04,164394.64741344957,5.0723325031133255,41.86310592015621,2
C0290,2021,Retail,48180,5704442834.14,247487.97,59.3,6,Medium,10.0,86.25,3.67,4.08,93.41,67.94,Yes,26787.85,23591.25,118398.56442797842,5.136736612702366,-27.9790636186541,2
C0290,2022,Retail,48180,6289319936.68,305515.14,51.72,4,Medium,9.86,89.48,8.18,4.94,94.61,70.72,Yes,25391.9,8866.23,130537.98125114157,6.341119551681196,10.25301014569946,2
C0290,2023,Retail,48180,5915166019.75,324814.97,59.19,4,Medium,10.0,87.78,5.94,3.51,91.19,69.45,Yes,24445.57,18991.71,122772.22955064342,6.741697177251972,-5.949036154893217,2
C0290,2024,Retail,48180,8213094053.46,245317.72,64.36,4,Medium,10.0,87.58,5.41,6.94,87.91,73.15,Yes,27565.79,19385.49,170466.8753312578,5.09169198837692,38.84807334295446,2
C0291,2015,Retail,36867,12135265710.55,95577.6,42.35,4,Medium,3.18,73.71,13.78,11.3,62.82,63.23,No,19835.7,9890.22,329163.3631852334,2.592497355358451,,2
C0291,2016,Retail,36867,12850408539.27,111550.24,36.9,5,Low,3.5,75.05,13.13,5.89,60.83,63.6,Yes,21177.21,17494.03,348561.2753755391,3.0257476876339275,5.893095757254652,1
C0291,2017,Retail,36867,14971293213.79,101526.17,39.84,3,Low,5.12,75.54,11.79,11.07,60.44,59.53,No,22377.51,8173.85,406089.27262294193,2.7538495131147096,16.504414377478472,1
C0291,2018,Retail,36867,15955799696.2,67074.42,42.77,1,Medium,5.02,71.59,12.99,9.55,70.58,67.19,No,19164.05,7345.4,432793.54697154637,1.8193620310847098,6.575961530852759,2
C0291,2019,Retail,36867,16173965888.72,74327.39,36.5,3,Low,5.6,79.87,14.19,7.45,74.22,63.38,No,18935.94,6505.67,438711.2021243931,2.0160954240920064,1.367315939494751,1
C0291,2020,Retail,36867,15452368377.18,88444.78,50.28,4,Medium,4.85,81.96,12.45,4.95,63.16,61.96,No,19294.63,6961.42,419138.2097046139,2.3990229744758182,-4.461475413666194,2
C0291,2021,Retail,36867,20900466361.74,92736.53,51.01,5,Medium,6.03,81.63,12.49,9.48,72.05,68.35,Yes,18690.8,10423.11,566915.2999088616,2.5154346705725987,35.25736541853177,2
C0291,2022,Retail,36867,20681682888.43,90663.48,45.07,3,Medium,5.18,72.96,12.98,7.91,63.17,61.72,No,18717.93,7946.64,560980.9013055036,2.45920416632761,-1.046787519107717,2
C0291,2023,Retail,36867,21703916085.73,116994.26,54.19,4,Medium,6.61,79.37,8.77,7.54,75.35,74.37,Yes,21779.34,13693.46,588708.4950153254,3.173414164428893,4.942698342366847,2
C0291,2024,Retail,36867,20368403893.41,108624.99,52.48,4,Medium,6.67,83.08,9.06,5.92,72.85,73.85,No,18347.14,10200.94,552483.3562104321,2.946401660021157,-6.1533236077985,2
C0292,2015,Finance,33973,4492127141.79,20351.25,35.43,3,Low,6.4,76.46,12.72,8.3,77.19,58.61,Yes,3361.45,2965.98,132226.3898328084,0.59904188620375,,1
C0292,2016,Finance,33973,4612481025.01,29479.24,35.6,4,Low,7.45,75.3,10.52,2.68,87.08,64.82,Yes,2092.77,1841.15,135769.02319518442,0.8677255467577194,2.6792180947051714,1
C0292,2017,Finance,33973,4616502659.5,24178.51,41.06,3,Medium,7.97,85.14,9.65,1.37,79.18,75.64,No,2763.02,2315.92,135887.4005680982,0.7116978188561505,0.0871902663272417,2
C0292,2018,Finance,33973,5127131702.39,21105.65,45.31,5,Medium,8.44,87.11,9.18,4.51,83.6,70.5,Yes,3271.96,1188.61,150917.83776498985,0.6212477555706002,11.060949826146205,2
C0292,2019,Finance,33973,4748131404.47,27845.4,36.74,3,Low,7.13,78.87,12.01,1.4,57.05,64.66,No,3053.25,1569.67,139761.91106084245,0.8196332381597151,-7.392053099461638,1
C0292,2020,Finance,33973,6939640517.8,27288.93,37.67,1,Low,8.75,84.21,9.01,9.09,78.69,76.14,Yes,3550.74,1718.21,204269.28789921408,0.8032534659876961,46.15519088765873,1
C0292,2021,Finance,33973,7092768723.96,31529.17,45.95,5,Medium,8.53,85.39,9.26,7.91,78.93,70.72,No,2741.56,1606.4,208776.63803491008,0.9280655226209048,2.2065725993620333,2
C0292,2022,Finance,33973,7404698601.31,24320.81,49.77,5,Medium,7.37,80.0,7.96,7.4,75.1,73.48,Yes,3731.74,3309.06,217958.3375418715,0.7158864392311541,4.397857726507759,2
C0292,2023,Finance,33973,6134591782.83,32423.48,51.37,6,Medium,6.63,78.76,12.01,3.97,84.11,70.68,No,3049.0,1969.74,180572.56594442646,0.954389662378948,-17.15271460549792,2
C0292,2024,Finance,33973,6687303928.21,32519.89,55.93,5,Medium,9.43,82.63,8.7,4.52,92.87,66.92,No,2705.98,2387.24,196841.72514084715,0.9572275041945074,9.009762425056156,2
C0293,2015,Finance,5232,17689637316.53,100664.34,29.07,3,Low,4.87,75.01,13.41,5.51,66.45,68.98,Yes,626.89,431.56,3381046.8877159785,19.24012614678899,,1
C0293,2016,Finance,5232,19094580905.81,90326.08,39.75,4,Low,4.08,72.83,10.19,7.94,58.63,57.44,No,556.73,253.02,3649575.861202217,17.264159021406726,7.942184252512408,1
C0293,2017,Finance,5232,19056566079.29,125253.41,45.91,4,Medium,5.6,79.7,10.88,3.79,66.27,68.73,Yes,582.95,498.91,3642310.0304453364,23.939871941896026,-0.19908699074109304,2
C0293,2018,Finance,5232,26365196429.02,122399.78,44.41,5,Medium,4.82,81.75,13.1,14.23,75.28,65.77,No,643.26,390.68,5039219.50095948,23.394453363914373,38.352294528408024,2
C0293,2019,Finance,5232,22738781130.68,128244.31,35.17,5,Low,4.09,71.76,14.26,6.48,62.43,69.58,No,520.82,387.73,4346097.310909786,24.511527140672783,-13.754554448714174,1
C0293,2020,Finance,5232,26587745922.28,104869.75,46.97,3,Medium,5.02,76.83,13.24,8.49,72.55,65.88,No,536.14,290.22,5081755.719090214,20.0439124617737,16.926873826173704,2
C0293,2021,Finance,5232,25603683527.32,97787.85,40.84,3,Medium,5.0,75.56,12.58,6.36,63.84,67.8,No,538.45,174.34,4893670.3989526,18.690338302752295,-3.7011877495616297,2
C0293,2022,Finance,5232,33885529367.34,107267.99,50.48,6,Medium,6.71,88.55,11.01,9.73,79.81,77.03,No,558.25,337.73,6476592.004461009,20.502291666666668,32.34630607421385,2
C0293,2023,Finance,5232,32531371991.78,93236.28,56.43,3,Medium,4.35,81.35,11.25,7.91,66.98,60.41,No,438.6,242.24,6217769.8761047395,17.82038990825688,-3.996270386925649,2
C0293,2024,Finance,5232,26525663898.67,133252.36,52.12,3,Medium,5.84,79.98,13.83,4.6,72.27,70.17,No,598.36,197.31,5069889.888889526,25.46872324159021,-18.461281296797193,2
C0294,2015,Finance,41631,17115176551.6,611519.04,39.37,2,Low,8.71,80.75,8.29,11.09,78.96,70.85,Yes,3443.17,1879.58,411116.1526650813,14.68903077033941,,1
C0294,2016,Finance,41631,18099123204.23,397794.8,37.58,3,Low,7.15,76.06,11.14,5.75,74.48,66.38,Yes,4541.16,2944.0,434751.1038464125,9.555254497850159,5.748971678226811,1
C0294,2017,Finance,41631,18719019376.16,651373.37,41.81,3,Medium,7.16,83.71,8.5,4.58,82.2,69.58,Yes,3745.85,1437.95,449641.3580303139,15.646354159160241,3.425006642228512,2
C0294,2018,Finance,41631,20672096725.23,532595.64,46.71,4,Medium,8.46,78.53,8.47,6.5,81.93,72.03,No,4298.78,3824.31,496555.37280464073,12.793246378900339,10.433652051011721,2
C0294,2019,Finance,41631,17740099140.49,607729.64,42.15,4,Medium,7.76,83.45,8.33,0.9,62.68,70.13,No,4623.28,2528.27,426127.14420720143,14.598007254209604,-14.183358484200282,2
C0294,2020,Finance,41631,24432355855.1,469301.17,52.52,6,Medium,7.59,84.69,8.74,7.38,77.52,72.25,No,3774.54,2329.91,586878.9088683913,11.272877663279766,37.72389692758588,2
C0294,2021,Finance,41631,24533651087.45,469365.26,49.9,4,Medium,7.4,81.84,11.6,6.19,66.81,64.37,No,4837.61,3570.61,589312.0772369148,11.274417141072758,0.4145946176895565,2
C0294,2022,Finance,41631,26762784217.0,915895.08,54.96,6,Medium,7.55,89.26,7.47,6.59,76.42,73.28,No,4594.64,3557.69,642857.1068914991,22.000314188945737,9.086022792140769,2
C0294,2023,Finance,41631,31355820104.03,510685.18,52.87,6,Medium,8.25,86.02,9.81,7.86,83.57,62.62,Yes,4127.08,1988.14,753184.4083502678,12.266944824770002,17.16202563152025,2
C0294,2024,Finance,41631,29660956621.4,777482.85,67.92,6,Medium,7.79,85.36,8.04,6.3,88.47,66.88,Yes,2777.59,1109.85,712472.8356609258,18.675574691936298,-5.405259620086178,2
C0295,2015,Retail,36415,5643085286.58,188355.77,43.13,5,Medium,8.17,85.84,10.94,2.84,77.07,64.79,No,24017.99,14648.29,154965.955968145,5.172477550459975,,2
C0295,2016,Retail,36415,5991952781.84,178732.42,37.29,3,Low,8.89,81.71,11.4,6.18,82.98,69.77,Yes,15994.98,12604.17,164546.2798802691,4.9082087052039,6.182211991189512,1
C0295,2017,Retail,36415,6335917847.89,207374.71,38.18,3,Low,8.95,78.81,6.44,5.96,72.0,61.83,No,16290.99,6700.34,173991.9771492517,5.694760675545791,5.740450210029446,1
C0295,2018,Retail,36415,6160549500.61,248171.21,39.95,5,Low,8.57,86.05,8.89,2.97,83.11,70.08,No,22539.73,8751.84,169176.1499549636,6.815081971714952,-2.76784439903055,1
C0295,2019,Retail,36415,7217253311.33,228442.58,55.23,3,Medium,9.49,90.87,11.83,6.34,79.89,69.05,Yes,19986.12,8582.14,198194.51630729096,6.27330989976658,17.152752536366588,2
C0295,2020,Retail,36415,5388177095.72,192301.81,48.66,6,Medium,9.12,81.6,9.35,-0.92,94.59,74.98,No,22256.23,15673.96,147965.86834326515,5.280840587669916,-25.34310681237453,2
C0295,2021,Retail,36415,5693002987.6,278790.84,44.69,2,Medium,9.02,86.24,7.89,0.15,73.83,74.72,Yes,16811.58,8719.51,156336.75649045725,7.6559340930935065,5.657310189788167,2
