Company_ID,Year,Industry,Company_Size,Revenue_GBP,AI_Investment_GBP,AI_Adoption_Pct,AI_Tools_Used,AI_Maturity_Level,Data_Quality_Score,Decision_Accuracy_Pct,Decision_Time_Days,Revenue_Growth_Pct,Employee_Productivity_Index,Customer_Satisfaction_Index,Ethical_Compliance,Scope1_Emissions_Tonnes,Scope2_Emissions_Tonnes
C0228,2018,Healthcare,15966,27526908158.97,149387.43,48.73,5,Medium,6.32,82.8,10.56,13.89,70.11,61.54,Yes,13543.07,4613.77
C0228,2019,Healthcare,15966,25006642159.76,144311.76,58.4,4,Medium,7.24,82.92,7.26,7.63,73.29,69.75,No,12457.2,4667.16
C0228,2020,Healthcare,15966,26053432035.22,143376.85,44.62,2,Medium,7.03,79.4,10.51,6.93,75.17,62.68,No,11206.68,6322.91
C0228,2021,Healthcare,15966,26268774854.79,103989.5,45.5,4,Medium,6.34,74.99,5.89,5.89,80.78,72.04,No,9038.75,3951.8
C0228,2022,Healthcare,15966,34309384573.47,132786.59,51.72,4,Medium,6.67,78.7,9.36,9.11,75.89,73.14,No,13230.01,10845.01
C0228,2023,Healthcare,15966,46077232266.22,106605.64,56.79,6,Medium,7.6,79.07,8.95,11.98,87.07,73.74,Yes,9469.55,4212.87
C0228,2024,Healthcare,15966,35304007897.26,125405.59,48.82,5,Medium,6.23,76.36,8.72,7.36,80.14,63.97,No,9966.05,7359.59
C0229,2015,Manufacturing,27422,15602263139.63,68386.43,45.58,3,Medium,3.8,74.67,12.37,3.48,69.47,65.08,No,81597.51,50554.94
C0229,2016,Manufacturing,27422,16765879332.37,77775.53,45.25,4,Medium,5.47,75.83,9.49,7.46,66.31,68.99,No,60569.69,34070.9
C0229,2017,Manufacturing,27422,17785890486.28,63104.28,33.16,2,Low,4.72,79.26,12.72,6.77,69.7,65.75,Yes,60992.85,28359.35
C0229,2018,Manufacturing,27422,18180667195.58,78205.49,43.15,2,Medium,5.7,77.72,10.7,5.23,63.55,70.04,No,49425.16,22868.59
C0229,2019,Manufacturing,27422,17064911882.27,70613.85,35.48,4,Low,4.33,72.58,15.59,2.27,73.92,66.69,No,98583.6,67547.19
C0229,2020,Manufacturing,27422,17414274083.35,71633.26,50.19,2,Medium,5.85,73.35,11.27,2.22,82.03,68.3,Yes,66433.87,40804.86
C0229,2021,Manufacturing,27422,23130376435.47,84848.29,48.81,2,Medium,6.06,75.77,9.46,6.78,76.54,66.86,No,81048.71,26924.27
C0229,2022,Manufacturing,27422,24578207665.92,74000.26,54.69,3,Medium,7.23,84.51,7.1,6.71,69.97,69.27,Yes,60816.16,43668.76
C0229,2023,Manufacturing,27422,22397414231.98,97677.27,51.8,8,Medium,5.56,83.44,10.24,4.62,90.01,67.26,No,88882.82,52142.8
C0229,2024,Manufacturing,27422,34799334975.31,75023.11,44.61,2,Medium,6.15,72.66,11.04,9.32,81.74,71.54,No,76532.01,24318.7
C0230,2015,Manufacturing,2980,10167151544.83,332166.07,33.93,5,Low,3.45,74.39,15.49,2.53,57.06,66.08,Yes,8019.09,3851.91
C0230,2016,Manufacturing,2980,11384316136.87,261612.02,41.02,3,Medium,4.86,74.12,11.64,11.97,68.27,65.99,No,8335.17,3481.8
C0230,2017,Manufacturing,2980,11171421761.36,286591.15,46.2,5,Medium,5.17,75.08,13.82,4.82,65.86,66.06,Yes,6665.89,5876.17
C0230,2018,Manufacturing,2980,12935106258.91,446679.76,39.33,3,Low,5.9,77.37,10.23,8.36,84.9,71.48,No,6626.96,4872.2
C0230,2019,Manufacturing,2980,11247108620.13,363576.36,44.65,3,Medium,4.63,77.17,13.4,2.56,72.85,74.5,No,8632.6,7498.68
C0230,2020,Manufacturing,2980,12216599202.66,331300.63,49.35,7,Medium,6.34,81.47,11.04,3.74,77.5,69.26,Yes,8815.09,6118.69
C0230,2021,Manufacturing,2980,16747879804.15,231940.37,50.73,5,Medium,5.24,79.18,11.2,8.67,72.41,66.47,Yes,7877.21,6298.8
C0230,2022,Manufacturing,2980,16520100457.27,323740.32,55.43,4,Medium,4.82,74.68,7.14,7.18,78.14,61.88,No,7946.45,4255.19
C0230,2023,Manufacturing,2980,20337666106.45,402844.32,58.99,4,Medium,6.31,78.55,8.02,9.05,73.05,64.74,No,7099.41,4313.48
C0230,2024,Manufacturing,2980,22859021723.01,338531.31,62.91,6,Medium,5.76,83.59,10.04,9.42,81.4,75.42,No,7658.45,6076.54
C0231,2015,Finance,14793,9704185839.36,183352.86,36.25,2,Low,6.4,82.1,10.75,11.8,71.69,73.15,No,1807.1,589.85
C0231,2016,Finance,14793,10570025134.42,222789.37,44.23,4,Medium,6.04,77.37,9.77,8.92,67.51,64.12,No,1589.08,822.55
C0231,2017,Finance,14793,10247028075.08,208726.74,43.45,5,Medium,6.12,72.56,11.52,2.76,76.39,74.88,Yes,1344.34,1156.09
C0231,2018,Finance,14793,11501510727.58,190678.6,41.23,4,Medium,6.57,81.3,11.09,5.83,83.82,74.03,No,1492.82,556.48
C0231,2019,Finance,14793,12175834329.95,223398.25,49.04,4,Medium,6.03,79.99,13.38,5.84,79.09,67.86,Yes,1383.08,1159.15
C0231,2020,Finance,14793,13559418713.95,173291.01,41.65,3,Medium,6.31,73.64,10.58,6.92,68.42,66.02,Yes,1278.14,1064.11
C0231,2021,Finance,14793,11754377061.02,204839.09,49.94,3,Medium,6.58,83.23,9.71,3.25,78.86,77.16,No,1827.52,1571.06
C0231,2022,Finance,14793,14659826326.98,198693.29,52.5,4,Medium,6.86,74.65,7.77,6.07,73.15,73.33,No,1323.34,698.45
C0231,2023,Finance,14793,18977655551.77,210397.97,65.06,5,Medium,7.09,83.51,8.16,8.75,87.25,65.91,Yes,1808.76,1085.27
C0231,2024,Finance,14793,19643911197.62,176170.69,62.2,6,Medium,8.52,83.83,7.43,8.15,89.12,67.65,Yes,1162.26,665.73
C0232,2015,Finance,45029,18512318587.54,50261.43,35.82,2,Low,9.49,81.88,9.13,7.74,75.7,70.64,Yes,5138.55,2858.54
C0232,2016,Finance,45029,20779316956.4,57183.67,34.6,4,Low,9.95,87.95,6.83,12.25,82.84,75.96,No,3966.51,2105.83
C0232,2017,Finance,45029,20988076485.22,62109.26,50.67,4,Medium,10.0,92.69,9.07,6.48,92.61,73.73,Yes,4939.07,2214.83
C0232,2018,Finance,45029,23911085734.03,53728.83,45.13,3,Medium,9.97,81.11,8.2,8.9,91.63,77.78,No,5026.3,3652.6
C0232,2019,Finance,45029,18684808590.63,47091.07,42.75,5,Medium,10.0,84.72,8.63,0.23,81.3,69.38,No,4557.01,2510.78
C0232,2020,Finance,45029,21541362994.85,43184.72,39.06,3,Low,10.0,82.91,6.18,3.08,86.15,61.4,No,4261.94,1879.86
C0232,2021,Finance,45029,27675207202.01,38974.52,52.82,4,Medium,10.0,90.77,5.14,6.93,78.96,68.52,No,4813.57,2754.91
C0232,2022,Finance,45029,21450124603.55,61970.57,49.64,4,Medium,9.85,82.81,10.96,2.13,85.83,63.34,Yes,4252.46,1728.52
C0232,2023,Finance,45029,22444902102.64,48181.16,44.56,1,Medium,9.93,79.73,6.02,2.44,88.92,75.26,Yes,4046.84,1507.9
C0232,2024,Finance,45029,31250123711.88,50642.39,56.77,5,Medium,10.0,88.3,8.65,5.99,88.94,76.53,Yes,4326.14,1583.9
C0233,2015,Manufacturing,25237,7402371630.22,161473.22,29.93,3,Low,8.18,81.52,10.79,11.41,84.64,71.9,No,64708.88,23402.73
C0233,2016,Manufacturing,25237,7368876460.3,138072.34,38.79,4,Low,6.98,80.71,10.0,-0.45,64.55,72.07,Yes,63817.26,40267.56
C0233,2017,Manufacturing,25237,8326245899.23,156178.74,43.91,3,Medium,9.06,78.49,7.16,6.06,79.32,70.31,No,57337.3,43274.85
C0233,2018,Manufacturing,25237,8030380302.53,177570.44,46.14,2,Medium,7.57,86.05,11.78,2.75,71.53,61.67,No,74374.11,29233.45
C0233,2019,Manufacturing,25237,8594227231.86,143843.67,45.0,4,Medium,8.75,80.68,9.9,3.8,81.23,69.99,No,59083.77,51482.74
C0233,2020,Manufacturing,25237,10495311094.58,116965.1,48.66,5,Medium,9.11,83.94,9.2,7.23,79.82,67.94,Yes,68211.36,26278.33
C0233,2021,Manufacturing,25237,10694748955.86,156941.72,49.95,4,Medium,7.72,79.27,9.5,6.32,79.14,63.89,No,69800.94,42702.96
C0233,2022,Manufacturing,25237,11224429750.06,134729.63,49.87,5,Medium,8.71,85.69,8.97,6.13,76.9,73.21,Yes,55918.95,49708.29
C0233,2023,Manufacturing,25237,12013333230.52,170873.01,51.92,6,Medium,8.38,85.17,5.89,6.24,68.91,73.39,Yes,64012.13,30199.25
C0233,2024,Manufacturing,25237,14040630097.2,210935.4,60.76,6,Medium,9.14,88.57,6.81,7.37,90.33,69.52,No,69612.14,38257.01
C0234,2015,Finance,38853,4942317664.83,29737.18,29.83,3,Low,3.71,73.94,13.99,4.05,66.58,70.48,Yes,5115.76,4430.69
C0234,2016,Finance,38853,5364473937.91,39709.16,32.51,5,Low,4.17,74.92,13.55,8.54,68.97,71.2,No,3652.37,2819.44
C0234,2017,Finance,38853,5786752064.2,43401.47,30.19,2,Low,4.76,79.81,16.08,8.21,69.06,75.23,No,3880.71,2378.2
C0234,2018,Finance,38853,5577536255.49,37481.16,28.62,1,Low,5.35,77.21,10.47,4.11,63.29,65.68,No,2981.26,1375.83
C0234,2019,Finance,38853,6460933136.14,45045.59,33.64,2,Low,4.86,71.62,10.77,6.93,71.62,65.99,Yes,3857.97,2550.79
C0234,2020,Finance,38853,7432170449.92,42561.04,31.05,3,Low,5.4,81.24,11.74,8.5,62.47,63.84,Yes,3294.32,2184.08
C0234,2021,Finance,38853,6265076019.04,49157.33,44.31,5,Medium,6.04,78.57,11.6,4.03,73.78,69.51,No,3747.63,2767.42
C0234,2022,Finance,38853,8658197441.7,48394.91,44.79,3,Medium,5.64,81.4,10.3,8.34,69.57,69.53,No,3632.89,1318.01
C0234,2023,Finance,38853,8330430106.05,48675.99,48.65,3,Medium,6.42,79.67,7.15,6.74,68.51,66.05,Yes,3040.29,1321.61
C0234,2024,Finance,38853,10184838835.13,41217.52,42.13,4,Medium,5.01,73.67,11.83,8.37,70.51,73.73,Yes,4175.86,1425.54
C0235,2015,Manufacturing,10734,16640639465.79,428222.4,41.58,3,Medium,5.74,75.89,10.74,10.09,72.49,65.82,No,25477.14,14866.33
C0235,2016,Manufacturing,10734,17303194035.15,498181.39,37.97,3,Low,5.74,76.4,11.27,3.98,77.82,65.2,No,32190.15,15759.94
C0235,2017,Manufacturing,10734,20426006565.01,376554.82,40.97,5,Medium,4.46,70.4,11.16,10.79,65.36,55.07,No,28984.43,19765.64
C0235,2018,Manufacturing,10734,23903205371.28,569852.91,50.99,3,Medium,5.75,78.58,12.86,12.83,79.83,70.8,No,29451.48,18586.36
C0235,2019,Manufacturing,10734,21326421381.35,461605.6,32.99,3,Low,5.38,72.85,11.98,6.4,68.9,66.88,No,25788.82,18088.77
C0235,2020,Manufacturing,10734,24392707988.43,378509.95,48.73,3,Medium,5.36,86.81,8.92,7.95,70.96,70.07,No,28465.14,20088.21
C0235,2021,Manufacturing,10734,21118759994.98,572909.4,49.64,7,Medium,5.7,78.49,13.07,4.05,79.09,74.1,Yes,27539.38,13278.21
C0235,2022,Manufacturing,10734,23758971999.3,558301.21,54.74,5,Medium,5.79,85.69,10.36,5.22,78.36,67.56,No,34908.78,15938.22
C0235,2023,Manufacturing,10734,19623966684.77,468393.3,53.82,5,Medium,6.11,82.64,10.28,2.08,75.77,69.04,No,33294.96,26108.51
C0235,2024,Manufacturing,10734,31303383295.25,565897.86,57.37,5,Medium,6.47,84.18,8.95,7.27,83.79,70.22,No,28369.23,24388.15
C0236,2015,Manufacturing,9792,2403065902.76,50233.04,25.57,0,Low,7.51,77.94,12.36,6.08,67.56,70.37,No,24978.85,15679.36
C0236,2016,Manufacturing,9792,2509820556.65,52519.2,39.79,4,Low,6.02,78.34,9.25,4.44,62.7,66.46,Yes,30886.37,12195.93
C0236,2017,Manufacturing,9792,2786382818.06,58662.26,41.75,3,Medium,5.28,72.4,13.28,7.68,82.31,60.54,Yes,27752.62,14594.42
C0236,2018,Manufacturing,9792,2810557615.45,64047.41,37.09,2,Low,5.68,74.78,11.31,5.36,71.09,66.95,No,26395.42,12017.04
C0236,2019,Manufacturing,9792,3138782373.6,52370.04,41.58,5,Medium,7.91,81.53,9.48,6.91,80.12,75.31,Yes,22312.65,12878.67
C0236,2020,Manufacturing,9792,2954882545.32,44603.7,47.56,4,Medium,7.12,79.39,10.82,4.22,78.06,71.28,No,23814.59,11806.98
C0236,2021,Manufacturing,9792,2870820502.72,51855.01,37.22,2,Low,7.61,77.96,12.81,3.01,75.93,69.13,No,22703.14,17164.01
C0236,2022,Manufacturing,9792,3810106847.54,67603.58,53.56,6,Medium,6.55,80.74,10.17,6.81,76.59,66.03,Yes,19799.72,10231.18
C0236,2023,Manufacturing,9792,3889282225.91,55804.0,43.19,5,Medium,6.76,78.32,9.33,6.2,69.48,72.01,No,23316.83,13797.21
C0236,2024,Manufacturing,9792,5478374501.37,57834.1,51.29,4,Medium,7.7,83.42,8.48,9.59,74.27,70.2,No,22917.22,15834.32
C0237,2015,Finance,26710,15676687280.44,366347.67,37.47,3,Low,7.77,73.76,8.27,5.67,76.65,66.82,No,2579.23,1018.31
C0237,2016,Finance,26710,17121520314.43,406284.62,39.2,3,Low,6.88,83.67,11.95,9.22,79.84,69.56,Yes,3066.94,2123.41
C0237,2017,Finance,26710,18132312938.97,287276.59,49.06,4,Medium,7.13,88.27,9.41,7.55,81.04,69.66,Yes,2676.73,1936.52
C0237,2018,Finance,26710,19291649721.84,374856.65,45.62,4,Medium,6.66,81.4,11.7,7.16,69.3,73.55,No,2385.56,995.66
C0237,2019,Finance,26710,20415217824.22,494719.08,52.25,3,Medium,7.37,79.72,9.56,6.83,82.43,61.67,No,2826.72,1257.58
C0237,2020,Finance,26710,30171796295.21,369459.09,50.68,4,Medium,7.07,84.52,8.7,13.99,78.33,72.34,Yes,2694.14,1995.39
C0237,2021,Finance,26710,18281143399.26,305828.74,53.05,3,Medium,6.99,82.07,8.21,2.59,82.55,66.92,No,3295.48,1241.39
C0237,2022,Finance,26710,19083663371.12,277364.2,57.19,6,Medium,7.51,80.93,10.31,2.85,87.49,73.7,No,2999.53,2174.42
C0237,2023,Finance,26710,17675885125.79,357833.29,59.39,6,Medium,7.77,79.62,9.46,1.51,86.02,66.27,Yes,2735.44,1564.0
C0237,2024,Finance,26710,25367720274.23,313393.43,58.26,4,Medium,7.24,88.03,9.59,5.49,81.61,77.75,Yes,2227.89,1049.09
C0238,2015,Finance,36250,308544181.21,17037.24,17.95,0,Low,8.15,79.7,10.09,10.61,75.53,69.34,No,2723.97,1437.97
C0238,2016,Finance,36250,349533362.67,21557.97,36.65,4,Low,7.83,86.44,10.18,13.28,80.72,71.16,Yes,3596.76,2373.08
C0238,2017,Finance,36250,333814389.05,19395.61,36.4,2,Low,9.36,80.9,8.61,4.01,78.54,65.27,Yes,2855.26,1908.21
C0238,2018,Finance,36250,401517856.75,20136.26,39.16,3,Low,6.78,70.84,12.91,9.18,68.31,68.8,No,3235.44,2645.53
C0238,2019,Finance,36250,392173036.37,26673.27,44.14,3,Medium,7.38,83.23,8.19,6.18,71.66,67.71,No,3552.98,2231.88
C0238,2020,Finance,36250,471452756.63,25435.43,42.41,2,Medium,7.98,85.68,10.06,8.85,73.81,65.14,No,3663.0,2618.12
C0238,2021,Finance,36250,496731201.77,23459.16,45.25,4,Medium,9.19,79.66,11.48,8.26,88.3,65.58,Yes,3763.22,1885.57
C0238,2022,Finance,36250,455324384.11,17739.21,48.17,3,Medium,8.75,83.38,7.52,5.72,82.08,71.93,No,4238.77,3435.71
C0238,2023,Finance,36250,733470116.12,22863.83,53.02,4,Medium,8.59,83.57,9.18,11.43,82.74,70.0,Yes,3617.54,1876.66
C0238,2024,Finance,36250,492848223.18,19124.87,55.05,6,Medium,9.83,91.44,8.24,5.34,80.67,76.93,No,3100.12,1453.85
C0239,2015,Technology,15390,18199225419.58,21689.9,37.55,3,Low,9.18,80.86,8.92,8.26,79.02,71.75,No,2149.74,1188.33
C0239,2016,Technology,15390,19014366224.6,20634.3,42.34,3,Medium,10.0,86.15,7.17,4.48,89.05,73.63,Yes,3339.26,1307.37
C0239,2017,Technology,15390,21130285858.35,24286.59,34.26,2,Low,10.0,83.08,9.11,7.75,81.45,70.24,No,2575.29,1685.45
C0239,2018,Technology,15390,22481446105.42,22928.03,40.26,2,Medium,10.0,85.25,7.33,7.3,82.39,68.61,Yes,3102.37,933.95
C0239,2019,Technology,15390,22723201217.2,19961.62,33.74,4,Low,10.0,86.22,6.73,5.71,86.02,68.66,No,2762.15,1148.64
C0239,2020,Technology,15390,29392067052.05,23866.78,41.95,2,Medium,10.0,90.39,7.92,10.06,89.18,72.28,No,2797.66,973.53
C0239,2021,Technology,15390,29297486699.12,22664.79,44.48,4,Medium,10.0,88.67,7.96,8.26,79.81,73.31,Yes,2431.34,1332.37
C0239,2022,Technology,15390,31684270089.6,24477.24,57.08,4,Medium,10.0,90.4,4.05,8.24,97.07,72.59,No,2513.84,1320.15
C0239,2023,Technology,15390,36566503244.43,22581.36,55.01,3,Medium,10.0,91.14,4.96,9.11,88.4,76.2,No,3052.44,1623.75
C0239,2024,Technology,15390,39620494357.24,11711.02,46.7,4,Medium,10.0,87.49,7.75,9.03,89.11,73.69,Yes,2655.11,926.47
C0240,2015,Healthcare,45756,12947730341.52,78102.58,34.0,2,Low,6.31,82.51,11.01,5.89,82.83,80.55,No,36913.58,29319.63
C0240,2016,Healthcare,45756,14217300479.29,57635.83,34.09,3,Low,5.92,79.68,11.4,9.81,62.2,65.32,No,43107.82,32496.53
C0240,2017,Healthcare,45756,14279097272.05,61312.22,34.07,3,Low,5.53,79.86,10.14,5.02,60.75,74.31,No,32945.17,17445.44
C0240,2018,Healthcare,45756,17172343645.79,64058.3,44.53,3,Medium,5.56,70.67,9.37,9.87,67.84,62.09,No,37370.46,12346.02
C0240,2019,Healthcare,45756,17980569244.97,63333.53,43.35,5,Medium,5.74,73.45,10.79,8.56,74.8,67.63,No,33573.26,27751.12
C0240,2020,Healthcare,45756,20272809137.52,73950.25,49.27,4,Medium,6.32,80.81,12.05,9.38,81.56,65.9,No,39315.73,13525.92
C0240,2021,Healthcare,45756,21271086811.7,81592.07,55.3,3,Medium,5.75,81.71,12.5,8.63,81.5,67.87,Yes,34485.16,22511.43
C0240,2022,Healthcare,45756,21339342556.32,57893.54,55.32,5,Medium,5.61,79.74,13.1,7.4,66.34,67.57,No,34183.49,20692.03
C0240,2023,Healthcare,45756,27775176294.72,66316.76,54.5,4,Medium,5.91,78.99,11.82,10.01,74.77,70.46,No,33571.43,17714.34
C0240,2024,Healthcare,45756,12412789751.73,59319.25,54.03,4,Medium,7.74,82.97,8.81,-0.47,92.39,74.44,Yes,38909.82,17123.75
C0241,2015,Technology,21081,5299251786.99,293164.33,33.99,3,Low,7.22,77.88,9.06,11.64,69.88,63.91,No,4745.95,2616.56
C0241,2016,Technology,21081,5794036224.37,226842.92,43.49,2,Medium,9.0,82.07,10.04,9.34,81.46,72.63,Yes,3153.58,2145.4
C0241,2017,Technology,21081,6462201590.99,251618.91,44.72,4,Medium,8.15,80.31,5.43,10.43,76.71,65.66,No,3571.27,2085.81
C0241,2018,Technology,21081,6392708405.02,262332.05,49.15,2,Medium,8.82,84.77,5.84,6.45,88.4,73.34,Yes,4202.35,3189.2
C0241,2019,Technology,21081,7630443539.1,255472.97,50.08,5,Medium,9.12,81.95,6.72,9.54,84.0,63.4,No,4778.3,1657.89
C0241,2020,Technology,21081,5152154194.45,274240.04,46.83,4,Medium,7.93,81.08,10.58,-0.56,73.69,70.07,No,3762.93,2274.66
C0241,2021,Technology,21081,6303856650.9,276017.89,53.66,3,Medium,7.68,84.95,10.36,2.94,82.35,68.15,No,4518.0,2179.85
C0241,2022,Technology,21081,11564811531.27,260589.63,60.34,4,Medium,7.49,84.94,8.03,11.79,80.25,67.84,No,4155.17,2575.04
C0241,2023,Technology,21081,7474104306.93,288190.54,52.55,4,Medium,7.19,82.34,10.38,4.39,87.91,65.01,No,3735.39,2273.19
C0241,2024,Technology,21081,8655589522.32,325309.75,54.48,5,Medium,9.55,89.94,6.79,5.6,83.08,78.88,Yes,4461.26,2544.44
C0242,2015,Manufacturing,4175,14523161854.04,46210.43,35.04,3,Low,6.63,70.31,10.96,6.92,66.77,51.17,No,10548.2,5546.51
C0242,2016,Manufacturing,4175,15570553567.4,39449.26,33.12,2,Low,6.71,78.18,9.61,7.21,73.36,63.17,No,13413.4,8224.49
C0242,2017,Manufacturing,4175,18089562591.14,46804.79,38.98,5,Low,6.73,80.42,11.1,11.6,70.48,67.4,No,13758.1,6467.93
C0242,2018,Manufacturing,4175,14920307461.94,36416.6,29.24,0,Low,7.37,79.7,8.1,0.9,67.18,66.56,No,9791.02,4756.85
C0242,2019,Manufacturing,4175,17306412472.06,52016.36,36.97,3,Low,8.15,79.4,9.83,4.48,79.12,69.53,Yes,9794.28,5099.87
C0242,2020,Manufacturing,4175,15622983015.89,60804.28,37.6,2,Low,7.29,77.33,13.84,1.47,69.88,70.15,Yes,10184.9,4985.31
C0242,2021,Manufacturing,4175,27031709323.98,55403.51,61.37,6,Medium,7.96,82.86,8.09,10.91,92.83,69.77,Yes,12952.94,7689.71
C0242,2022,Manufacturing,4175,21403182954.87,42553.25,47.32,4,Medium,8.11,81.21,8.97,5.7,79.64,69.16,No,9932.58,8583.15
C0242,2023,Manufacturing,4175,30141148789.46,54873.42,48.44,4,Medium,7.67,80.26,11.1,9.56,84.32,73.0,Yes,11463.79,6754.64
C0242,2024,Manufacturing,4175,21198348262.56,47873.83,50.61,4,Medium,7.9,86.51,8.81,4.29,86.89,75.13,No,11959.28,5361.01
C0243,2015,Manufacturing,19670,4327998394.56,77112.73,41.18,3,Medium,8.88,83.41,10.58,7.4,82.71,69.5,No,65263.51,49379.23
C0243,2016,Manufacturing,19670,4653642943.99,58546.02,33.63,4,Low,8.07,80.8,10.94,7.52,79.14,66.39,Yes,53962.4,42970.06
C0243,2017,Manufacturing,19670,4712250870.78,62930.12,37.31,2,Low,8.91,82.4,8.43,4.34,79.12,65.58,Yes,57661.93,47102.69
C0243,2018,Manufacturing,19670,4875229420.61,71799.23,36.61,3,Low,9.48,79.5,5.58,4.05,75.02,61.81,No,44451.25,35457.61
C0243,2019,Manufacturing,19670,5293056288.81,63242.13,55.75,5,Medium,9.65,90.55,5.37,5.16,85.08,69.49,No,47114.9,29881.68
C0243,2020,Manufacturing,19670,5947613986.65,57243.21,45.46,4,Medium,8.46,83.05,6.08,6.56,80.33,66.49,Yes,47390.16,23101.25
C0243,2021,Manufacturing,19670,5629554699.25,74346.88,53.54,3,Medium,9.76,90.73,4.68,4.48,81.76,68.67,No,37160.94,26695.87
C0243,2022,Manufacturing,19670,7063280474.83,75089.57,52.63,4,Medium,10.0,90.49,6.92,7.25,92.34,70.47,Yes,44467.1,18844.12
C0243,2023,Manufacturing,19670,8058440020.17,71952.87,65.75,7,Medium,8.8,89.25,3.84,8.08,93.87,68.72,Yes,47370.64,23458.15
C0243,2024,Manufacturing,19670,8458358748.21,86437.71,58.95,4,Medium,10.0,87.33,6.45,7.73,95.37,74.45,Yes,46828.98,36638.72
C0244,2015,Manufacturing,29778,12269632757.06,25192.52,35.18,2,Low,9.23,90.23,10.02,11.04,86.05,72.93,Yes,87233.39,37487.89
C0244,2016,Manufacturing,29778,12842573476.63,22648.09,28.87,3,Low,8.05,78.68,12.56,4.67,75.49,72.31,Yes,82866.97,52321.56
C0244,2017,Manufacturing,29778,14742898081.37,27454.58,35.4,1,Low,8.88,77.81,7.0,9.62,80.1,72.99,No,62113.62,31242.47
C0244,2018,Manufacturing,29778,14727982334.53,25377.11,33.98,3,Low,8.38,84.88,9.69,6.28,80.06,67.12,Yes,84306.32,29428.43
C0244,2019,Manufacturing,29778,20122779158.86,31427.98,42.45,3,Medium,8.05,86.39,9.75,13.17,80.92,65.58,No,74340.6,60616.08
C0244,2020,Manufacturing,29778,17295639387.59,32078.28,42.72,4,Medium,8.72,83.52,6.86,7.11,83.76,71.94,No,76597.92,61816.23
C0244,2021,Manufacturing,29778,18167676090.79,26315.94,49.46,6,Medium,8.99,88.52,6.41,6.76,81.78,68.69,Yes,74599.33,27507.14
C0244,2022,Manufacturing,29778,16920112624.73,23300.53,46.8,4,Medium,8.59,78.3,8.91,4.7,80.76,68.8,No,66229.1,23942.77
C0244,2023,Manufacturing,29778,22646051318.52,35873.16,53.14,4,Medium,9.59,83.38,7.22,7.96,84.56,74.81,No,57062.26,20193.49
C0244,2024,Manufacturing,29778,20994767498.66,23166.56,47.62,3,Medium,8.53,83.61,8.19,6.15,77.95,64.58,No,89549.43,59802.9
C0245,2015,Finance,37118,1247650256.13,82515.43,32.01,2,Low,4.93,74.88,11.22,9.58,63.3,67.78,No,3719.92,1945.27
C0245,2016,Finance,37118,1308098800.11,46497.91,40.36,3,Medium,5.61,80.07,12.5,4.84,77.37,73.84,Yes,3360.44,2616.35
C0245,2017,Finance,37118,1299912206.84,55175.37,46.49,3,Medium,5.94,81.25,10.98,2.07,70.2,72.08,Yes,4452.31,3672.85
C0245,2018,Finance,37118,1480219328.75,73546.98,39.97,1,Low,5.75,76.31,11.05,5.86,78.85,64.57,No,4378.03,1888.55
C0245,2019,Finance,37118,1962599166.48,52232.18,46.08,4,Medium,6.91,83.34,11.69,11.99,73.45,71.56,No,3971.13,3328.05
C0245,2020,Finance,37118,1697246037.37,65846.89,44.65,4,Medium,6.5,81.89,11.1,6.35,67.88,74.91,No,4193.83,2615.02
C0245,2021,Finance,37118,2125087010.26,69094.43,42.35,4,Medium,8.5,76.16,10.39,9.28,81.87,68.11,Yes,4696.29,1976.6
C0245,2022,Finance,37118,2000086991.35,52781.4,44.39,1,Medium,6.69,75.14,10.63,6.97,74.74,62.41,No,5629.15,3521.54
C0245,2023,Finance,37118,1978047666.62,55274.11,52.43,5,Medium,8.15,82.71,9.23,5.93,92.89,71.38,No,4010.04,1346.26
C0245,2024,Finance,37118,2467240711.65,47044.14,52.67,6,Medium,7.46,82.66,9.7,7.87,80.1,73.66,No,4673.18,4127.36
C0246,2015,Healthcare,46740,2332164860.06,36501.2,26.94,2,Low,2.69,73.46,16.26,2.94,51.17,73.68,No,32219.63,9986.29
C0246,2016,Healthcare,46740,2511192837.58,30605.64,32.95,1,Low,5.2,77.44,12.2,7.68,74.66,65.58,No,30253.26,21814.41
C0246,2017,Healthcare,46740,2590746188.21,42165.14,30.34,4,Low,4.6,71.66,11.38,5.4,60.36,64.68,No,25731.71,8143.89
C0246,2018,Healthcare,46740,2607476665.54,38653.99,31.98,4,Low,2.53,66.33,13.42,3.79,51.66,65.9,No,42006.76,31227.47
C0246,2019,Healthcare,46740,2764478861.86,53531.49,45.73,2,Medium,4.0,79.86,11.68,4.34,71.45,58.27,Yes,38387.3,19785.8
C0246,2020,Healthcare,46740,3753088975.52,47061.17,43.5,4,Medium,5.63,70.84,10.72,9.98,74.57,61.14,No,30701.79,14496.35
C0246,2021,Healthcare,46740,3193364043.11,36652.11,36.41,4,Low,4.55,78.82,10.82,5.38,55.76,65.76,No,26962.94,11292.73
C0246,2022,Healthcare,46740,3776112517.71,39423.83,41.44,2,Medium,5.25,76.09,10.49,7.13,77.84,69.08,Yes,33305.87,16718.14
C0246,2023,Healthcare,46740,4727472678.38,32072.55,49.3,2,Medium,6.37,80.09,10.29,9.23,79.73,62.51,No,40648.03,12612.3
